StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:23:29,2019-12-18 15:25:01,IP Address,*******,100,91,True,2019-12-18 15:25:01,R_9HR75WaWIPGBcl3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,24,,,,80,green,,,very bad idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Conservative,Weak Republican,Some college,Asian,Heterosexual,Man,"Less than $30,000",4342959,0,0,2
2019-12-18 15:23:45,2019-12-18 15:25:02,IP Address,*******,100,76,True,2019-12-18 15:25:02,R_DAGY81tUZ2yTXW1,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,77,,69,green,pretty good idea,,,,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (Lean Democrat),Some college,Black or African American,Heterosexual,Man,"$30,000 - $69,999",3992315,1,0,0
2019-12-18 15:21:24,2019-12-18 15:25:04,IP Address,*******,100,219,True,2019-12-18 15:25:04,R_1FnQbDPmTvaW973,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,77,,,83,green,,,,neither a good nor a bad idea,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Moderate or middle of the road,Weak Democrat,High school diploma,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",8829821,0,1,3
2019-12-18 15:20:11,2019-12-18 15:25:07,IP Address,*******,100,296,True,2019-12-18 15:25:08,R_1JEMDIS7buOEjMR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,62,84,green,,,pretty good idea,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Weak Democrat,Four year college degree,Black or African American,Heterosexual,Woman,"Less than $30,000",9642056,1,1,2
2019-12-18 15:18:45,2019-12-18 15:25:08,IP Address,*******,100,382,True,2019-12-18 15:25:08,R_25uYU1f54ECpIgQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,31,,22,green,,,very good idea,,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Conservative,Strong Republican,Some college,White,Heterosexual,Man,"$30,000 - $69,999",6663646,1,0,2
2019-12-18 15:22:18,2019-12-18 15:25:08,IP Address,*******,100,169,True,2019-12-18 15:25:08,R_3qpWtahcdlsEuFs,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,50,,57,green,,,pretty good idea,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",9669538,1,0,2
2019-12-18 15:23:07,2019-12-18 15:25:08,IP Address,*******,100,121,True,2019-12-18 15:25:09,R_3M3gjmQJuV7v4Fa,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,17,,,15,green,,,pretty good idea,,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Liberal,Weak Democrat,Some college,Asian,Bisexual,Man,"Less than $30,000",2443445,0,1,2
2019-12-18 15:23:22,2019-12-18 15:25:17,IP Address,*******,100,115,True,2019-12-18 15:25:18,R_33xNUZI06ebghNk,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,67,,75,green,pretty good idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Independent (Lean Democrat),Graduate school or other advanced degree,White,Heterosexual,Woman,"$70,000 - $99,999",4236446,1,0,0
2019-12-18 15:23:42,2019-12-18 15:25:20,IP Address,*******,100,97,True,2019-12-18 15:25:20,R_3h0COeT4xuqnlhY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,63,79,green,,pretty good idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly conservative,Weak Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",4525664,1,1,1
2019-12-18 15:22:16,2019-12-18 15:25:24,IP Address,*******,100,187,True,2019-12-18 15:25:25,R_3dWWLL2czTz4BQi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,1,2,green,very good idea,,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Conservative,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",2631972,1,1,0
2019-12-18 15:23:49,2019-12-18 15:25:27,IP Address,*******,100,98,True,2019-12-18 15:25:27,R_1lmcqxPFaAUXSj8,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,76,,,71,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Liberal,Weak Democrat,Some college,Asian,Heterosexual,Man,"Less than $30,000",8720812,0,1,1
2019-12-18 15:23:22,2019-12-18 15:25:28,IP Address,*******,100,125,True,2019-12-18 15:25:28,R_3MKJLvltKDmbg94,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,0,,0,green,very good idea,,,,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Extremely conservative,Independent (Lean Republican),High school diploma,White,Heterosexual,Man,"Less than $30,000",5943842,1,0,0
2019-12-18 15:23:01,2019-12-18 15:25:29,IP Address,*******,100,147,True,2019-12-18 15:25:29,R_3MSaUExMpwggVKJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,83,,78,green,,,neither a good nor a bad idea,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Independent (Lean Democrat),Some college,Asian,Bisexual,Man,"$70,000 - $99,999",8545607,1,0,2
2019-12-18 15:19:25,2019-12-18 15:25:29,IP Address,*******,100,363,True,2019-12-18 15:25:29,R_PuPY6s01NSWiLvj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,50,,,,50,green,,,pretty good idea,,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (Lean Republican),Four year college degree,Asian,Heterosexual,Man,"$30,000 - $69,999",6564722,0,0,2
2019-12-18 15:23:59,2019-12-18 15:25:31,IP Address,*******,100,92,True,2019-12-18 15:25:31,R_2aXpRitJXouoUjH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,89,,100,green,,,very good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Some college,White,Heterosexual,Woman,"$100,000 - $200,000",1779885,1,0,2
2019-12-18 15:22:13,2019-12-18 15:25:32,IP Address,*******,100,199,True,2019-12-18 15:25:33,R_24yL6s1Cz1ZnC8x,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,1,1,green,very bad idea,,,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",5906386,1,1,0
2019-12-18 15:24:26,2019-12-18 15:25:33,IP Address,*******,100,67,True,2019-12-18 15:25:33,R_1jTVVzQLO27PWMD,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,85,,,77,green,,,,very good idea,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,Asian,Bisexual,Man,"$70,000 - $99,999",8319464,0,1,3
2019-12-18 15:20:02,2019-12-18 15:25:38,IP Address,*******,100,335,True,2019-12-18 15:25:38,R_1FfI0aK7G0e6C4x,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,50,,,95,green,,pretty good idea,,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Extremely liberal,Strong Republican,Four year college degree,Asian,Heterosexual,Woman,"$100,000 - $200,000",3379955,0,1,1
2019-12-18 15:24:05,2019-12-18 15:25:38,IP Address,*******,100,92,True,2019-12-18 15:25:38,R_aaxUKnLwAf7lyVz,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,64,,,,73,green,,very good idea,,,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,Asian,Heterosexual,Man,"$30,000 - $69,999",8914545,0,0,1
2019-12-18 15:21:10,2019-12-18 15:25:38,IP Address,*******,100,268,True,2019-12-18 15:25:39,R_ONmb9uoKEyJEWxH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,48,,33,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,White,Bisexual,Man,"$70,000 - $99,999",3742009,1,0,2
2019-12-18 15:21:58,2019-12-18 15:25:38,IP Address,*******,100,220,True,2019-12-18 15:25:39,R_2Sq45jY3IwbNaHm,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,76,,,100,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly liberal,Weak Democrat,Four year college degree,Asian,Heterosexual,Woman,"Less than $30,000",8370349,0,1,1
2019-12-18 15:22:30,2019-12-18 15:25:38,IP Address,*******,100,188,True,2019-12-18 15:25:39,R_ABbFLBICnwD1LLr,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,0,green,pretty good idea,,,,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Conservative,Independent (Lean Republican),Some college,White,Heterosexual,Man,"$30,000 - $69,999",4742907,1,1,0
2019-12-18 15:23:35,2019-12-18 15:25:40,IP Address,*******,100,125,True,2019-12-18 15:25:41,R_295JeAFunIKmt60,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,80,,,100,green,,,,pretty good idea,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$70,000 - $99,999",7436368,0,1,3
2019-12-18 15:21:45,2019-12-18 15:25:42,IP Address,*******,100,236,True,2019-12-18 15:25:42,R_3exJkRxfnUqbcLB,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,40,,,50,green,,,,very good idea,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$100,000 - $200,000",4711213,0,1,3
2019-12-18 15:23:00,2019-12-18 15:25:51,IP Address,*******,100,171,True,2019-12-18 15:25:51,R_D0gVCCks0pmMTIt,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,74,,52,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Liberal,Independent (Lean Democrat),Four year college degree,White,Bisexual,Woman,"$70,000 - $99,999",1102571,1,0,3
2019-12-18 15:21:22,2019-12-18 15:25:54,IP Address,*******,100,271,True,2019-12-18 15:25:54,R_3CHtj5yVmbP6fNh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,29,80,green,,pretty good idea,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Liberal,Weak Democrat,Some college,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",1573851,1,1,1
2019-12-18 15:19:48,2019-12-18 15:25:55,IP Address,*******,100,367,True,2019-12-18 15:25:56,R_XBLEglosVlVOja9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,100,,,100,green,,neither a good nor a bad idea,,,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Conservative,Weak Democrat,Graduate school or other advanced degree,White,Heterosexual,Woman,"$100,000 - $200,000",5847427,0,1,1
2019-12-18 15:19:56,2019-12-18 15:25:56,IP Address,*******,100,359,True,2019-12-18 15:25:56,R_AnD31fcmixubQQh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,39,,,39,green,,,neither a good nor a bad idea,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Slightly conservative,Independent (Lean Democrat),Some college,Hispanic or Latino,Heterosexual,Man,"$30,000 - $69,999",4684588,0,1,2
2019-12-18 15:24:12,2019-12-18 15:25:56,IP Address,*******,100,103,True,2019-12-18 15:25:56,R_3oEC3hS0e6HkjBB,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,68,,60,green,,,,very good idea,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Extremely conservative,Strong Democrat,Four year college degree,Asian,Heterosexual,Man,"$70,000 - $99,999",1600280,1,0,3
2019-12-18 15:22:38,2019-12-18 15:25:57,IP Address,*******,100,198,True,2019-12-18 15:25:57,R_2B8TGytyCIulxH8,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,83,,90,green,,pretty good idea,,,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Weak Democrat,Some college,Asian,Bisexual,Man,"$30,000 - $69,999",4806370,1,0,1
2019-12-18 15:24:44,2019-12-18 15:25:58,IP Address,*******,100,73,True,2019-12-18 15:25:58,R_cOnwfXUzBPApzFf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,51,,52,green,,,,very good idea,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely liberal,Strong Democrat,Middle school/some high school,Asian,Heterosexual,Man,"Less than $30,000",4222575,1,0,3
